City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
203,Dwarka,IN,81.63,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
204,Daru,PG,78.49,broken clouds,-9.0763,143.2092,Daru Lodge
205,Natal,BR,75.42,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
206,Miyako,JP,76.66,overcast clouds,39.6367,141.9525,Hotel Route Inn Miyako
207,Tocache,PE,73.18,scattered clouds,-8.1842,-76.5125,Residencial JATER
208,Harper,LR,75.02,overcast clouds,4.375,-7.7169,Screensaver
209,Barra Do Garcas,BR,71.91,few clouds,-15.89,-52.2567,Pousada Tropical
210,Nagato,JP,81.21,overcast clouds,34.3833,131.2,いそう庵
211,Salalah,OM,75.29,drizzle,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
212,Tefe,BR,74.26,broken clouds,-3.3542,-64.7114,Aracati Hotel
213,Fayaoue,NC,77.29,overcast clouds,-20.65,166.5333,Chez Dydyce Guesthouse
214,Iwanai,JP,72.21,broken clouds,42.9744,140.5089,いわない高原ホテル
215,Kawalu,ID,71.46,broken clouds,-7.3817,108.2082,West Jontor
216,Nhulunbuy,AU,79.41,clear sky,-12.2333,136.7667,East Arnhem Real Estate
217,Hede,CN,77.22,broken clouds,33.7681,120.2517,Vienna 3 Best Hotel Sheyang Jiefang Rd
218,Makaha,US,84.11,clear sky,21.4694,-158.2175,Hawaiian Princess Resort
219,Altamira,BR,80.08,overcast clouds,-3.2033,-52.2064,Requinte Hotel
220,Boyolangu,ID,74.1,overcast clouds,-8.1181,111.8935,Yos ega cv
221,Itaituba,BR,80.17,overcast clouds,-4.2761,-55.9836,Hotel Campos
222,Tura,IN,74.26,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
223,Sungairaya,ID,79.16,broken clouds,0.7,108.9,Rumah Kuku Moimoi Shelly
224,Negru Voda,RO,70.32,clear sky,43.8167,28.2,Clubul Pensionarilor
225,Saiha,IN,71.33,light rain,22.4833,92.9667,"Circuit House, Siaha"
226,Paragominas,BR,75.11,overcast clouds,-2.9667,-47.4833,INOVA
227,Tongliao,CN,70.29,overcast clouds,43.6125,122.2653,Meirujia Hotel
228,Pabna,BD,80.46,overcast clouds,24.0,89.25,Hotel Dream Palace International
229,Galesong,ID,77.02,scattered clouds,-5.3166,119.3661,Sapriadi Appy
230,Tottori,JP,80.67,moderate rain,35.5,134.2333,Hotel Monarque Tottori
231,Wukari,NG,72.45,overcast clouds,7.85,9.7833,Elimtop
232,Vidalia,US,78.91,clear sky,32.2177,-82.4135,Quality Inn & Suites
233,Manavalakurichi,IN,77.32,broken clouds,8.1333,77.3,Jebinrio home
234,Vaitape,PF,78.01,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
235,Daltenganj,IN,79.34,overcast clouds,24.0333,84.0667,Hotel Galaxy Inn
236,San Carlos Del Zulia,VE,81.97,few clouds,9.0,-71.9135,Hotel El Manantial
237,Moerai,PF,71.28,overcast clouds,-22.4333,-151.3333,Le Manotel
238,Teahupoo,PF,76.96,few clouds,-17.8333,-149.2667,Vanira Lodge
239,Rio Tuba,PH,81.5,overcast clouds,8.5061,117.4317,Triple J Lodging House
240,Pokhara,NP,71.26,light rain,28.2333,83.9833,OYO 170 Hotel View Point
241,Formosa,AR,75.18,clear sky,-26.1775,-58.1781,Asterión Departamentos
242,Nakhon Pathom,TH,76.28,moderate rain,13.9833,100.0833,The Prince Residence
243,Siva,EG,81.81,clear sky,29.2041,25.5195,Qasr Alzaytuna Inn
244,Tabou,CI,74.88,overcast clouds,4.423,-7.3528,hotêl doufoulougou
245,Pontianak,ID,78.78,mist,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
246,Aurora,US,81.16,thunderstorm,39.7294,-104.8319,Best Western Plus Gateway Inn & Suites
247,Wanning,CN,82.38,few clouds,18.8003,110.3967,Paradise Hotel
248,Semnan,IR,79.95,clear sky,35.5729,53.3971,Semnan Tourist Hotel
249,Kudahuvadhoo,MV,81.46,light rain,2.6708,72.8944,Niyama Private Islands Maldives
250,Rincon,US,76.96,broken clouds,32.296,-81.2354,Days Inn Rincon
251,Macklin,CA,73.74,clear sky,52.3334,-109.9348,Macklin Motor Inn
252,Lalmohan,BD,82.71,broken clouds,22.3384,90.7419,Arifur Rahman Miraj
253,Bairiki,KI,81.28,few clouds,1.3292,172.9752,Tarawa Boutique Hotel
254,Gainesville,US,76.69,few clouds,29.6516,-82.3248,Stayable Select
255,Guarapari,BR,70.9,clear sky,-20.6667,-40.4975,Hotel Porto do Sol
256,Yicheng,CN,79.54,overcast clouds,31.3705,119.8703,GreenTree Alliance Wuxi Yixing Jinyizhong Road Chengbei RT-Market Hotel
257,Mana,GF,77.47,clear sky,5.6592,-53.7767,LE SAMANA
258,Mikuni,JP,78.71,overcast clouds,36.2171,136.1519,Seifuso
259,Estevan,CA,73.74,clear sky,49.1334,-102.9842,"Motel 6 Estevan, SK"
260,Pinawa,CA,73.53,clear sky,50.1489,-95.8811,Pinawa Motel
261,Sanchez,DO,78.58,few clouds,19.2281,-69.6137,Apartamentos Rincon La Roca
262,Razole,IN,80.06,broken clouds,16.4833,81.8333,Sterling Palavelli Godavari
263,Guane,CU,82.45,scattered clouds,22.2025,-84.0875,base de Campismo LosPortales de Guane
264,Grande Prairie,CA,75.38,broken clouds,55.1667,-118.8027,"Holiday Inn Express Grande Prairie, an IHG Hotel"
265,Horadiz,AZ,72.37,clear sky,39.4488,47.3353,Horadiz Olympic Center
266,Xianshuigu,CN,77.0,mist,38.985,117.3828,Guangchuan Hotel
267,Yining,CN,84.15,overcast clouds,29.0361,114.5636,Xiushui Hotel
268,Beoumi,CI,73.09,overcast clouds,7.6736,-5.5764,Hôtel le Goly
269,Amarante Do Maranhao,BR,75.47,broken clouds,-5.5667,-46.7422,Hotéis Caçulinha
270,Liku,ID,80.76,few clouds,-0.7275,119.8922,Kost annisa
271,Buraydah,SA,84.65,few clouds,26.326,43.975,Mövenpick Qassim
272,Fort Nelson,CA,74.79,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
273,Kaseda,JP,82.67,overcast clouds,31.4167,130.3167,Sun Stay Kaseda
274,Vadakku Valliyur,IN,77.94,scattered clouds,8.3833,77.65,AR
275,Sindhnur,IN,77.05,broken clouds,15.7833,76.7667,BANGLI AUTOMOBILE
276,Bacolod,PH,82.24,broken clouds,10.6667,122.95,Planta Hotel & Residences
277,Tibiao,PH,83.1,heavy intensity rain,11.2915,122.0354,Kasa Raya Inn
278,Sept-Iles,CA,75.72,few clouds,50.2001,-66.3821,Comfort Inn
