City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
611,San Carlos Del Zulia,VE,81.97,few clouds,9.0,-71.9135,Hotel El Manantial
612,Mayumba,GA,69.62,overcast clouds,-3.432,10.6554,LIKWALE LODGE
614,Moerai,PF,71.28,overcast clouds,-22.4333,-151.3333,Le Manotel
615,Ulvik,NO,67.37,overcast clouds,60.5672,6.9187,Ulvik Hotel
616,Teahupoo,PF,76.96,few clouds,-17.8333,-149.2667,Vanira Lodge
617,Ambilobe,MG,68.68,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
618,Rio Tuba,PH,81.5,overcast clouds,8.5061,117.4317,Triple J Lodging House
620,Chapais,CA,69.58,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
621,Pokhara,NP,71.26,light rain,28.2333,83.9833,OYO 170 Hotel View Point
622,Formosa,AR,75.18,clear sky,-26.1775,-58.1781,Asterión Departamentos
623,Pancas,BR,66.27,clear sky,-19.225,-40.8514,Hotel Acácia
624,Korla,CN,67.21,clear sky,41.7597,86.1469,Gulisitan Hotel
625,Nakhon Pathom,TH,76.28,moderate rain,13.9833,100.0833,The Prince Residence
627,Yaan,NG,72.9,light rain,7.3833,8.5667,
630,Siva,EG,81.81,clear sky,29.2041,25.5195,Qasr Alzaytuna Inn
631,Tabou,CI,74.88,overcast clouds,4.423,-7.3528,hotêl doufoulougou
632,Pontianak,ID,78.78,mist,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
633,Kushiro,JP,67.15,scattered clouds,42.975,144.3747,Toyoko Inn Kushiro Jujigai
634,Aurora,US,81.16,thunderstorm,39.7294,-104.8319,Best Western Plus Gateway Inn & Suites
637,Wanning,CN,82.38,few clouds,18.8003,110.3967,Paradise Hotel
639,Abu Samrah,SY,74.86,clear sky,35.3029,37.1841,
640,Semnan,IR,79.95,clear sky,35.5729,53.3971,Semnan Tourist Hotel
641,Sainte-Marie,RE,68.16,broken clouds,-20.8968,55.5496,Les pailles en queue de Sainte Marie
642,Kudahuvadhoo,MV,81.46,light rain,2.6708,72.8944,Niyama Private Islands Maldives
644,Rincon,US,76.96,broken clouds,32.296,-81.2354,Days Inn Rincon
645,Macklin,CA,73.74,clear sky,52.3334,-109.9348,Macklin Motor Inn
646,Lalmohan,BD,82.71,broken clouds,22.3384,90.7419,Arifur Rahman Miraj
648,Bairiki,KI,81.28,few clouds,1.3292,172.9752,Tarawa Boutique Hotel
651,Gainesville,US,76.69,few clouds,29.6516,-82.3248,Stayable Select
652,Guarapari,BR,70.9,clear sky,-20.6667,-40.4975,Hotel Porto do Sol
655,Yicheng,CN,79.54,overcast clouds,31.3705,119.8703,GreenTree Alliance Wuxi Yixing Jinyizhong Road Chengbei RT-Market Hotel
657,Mana,GF,77.47,clear sky,5.6592,-53.7767,LE SAMANA
660,Mikuni,JP,78.71,overcast clouds,36.2171,136.1519,Seifuso
661,Estevan,CA,73.74,clear sky,49.1334,-102.9842,"Motel 6 Estevan, SK"
662,Pinawa,CA,73.53,clear sky,50.1489,-95.8811,Pinawa Motel
663,Sanchez,DO,78.58,few clouds,19.2281,-69.6137,Apartamentos Rincon La Roca
671,Shahr-E Kord,IR,68.18,clear sky,32.3256,50.8644,Shahrekord Tourist Hotel
673,Razole,IN,80.06,broken clouds,16.4833,81.8333,Sterling Palavelli Godavari
676,Guane,CU,82.45,scattered clouds,22.2025,-84.0875,base de Campismo LosPortales de Guane
677,Grande Prairie,CA,75.38,broken clouds,55.1667,-118.8027,"Holiday Inn Express Grande Prairie, an IHG Hotel"
678,Emba,KZ,69.87,broken clouds,48.8264,58.1442,
683,Horadiz,AZ,72.37,clear sky,39.4488,47.3353,Horadiz Olympic Center
684,Maputo,MZ,67.68,broken clouds,-25.9653,32.5892,Pestana Rovuma
685,Kalach-Na-Donu,RU,67.51,broken clouds,48.691,43.5264,Hotel Laguna
686,Xianshuigu,CN,77.0,mist,38.985,117.3828,Guangchuan Hotel
689,Yining,CN,84.15,overcast clouds,29.0361,114.5636,Xiushui Hotel
691,Umm Kaddadah,SD,82.47,broken clouds,13.6017,26.6876,
694,Beoumi,CI,73.09,overcast clouds,7.6736,-5.5764,Hôtel le Goly
697,Bilgoraj,PL,65.37,clear sky,50.5411,22.722,Dodo
698,Amarante Do Maranhao,BR,75.47,broken clouds,-5.5667,-46.7422,Hotéis Caçulinha
704,Huadian,CN,67.12,overcast clouds,42.9633,126.7478,Huadian Forestry Bureau
705,Liku,ID,80.76,few clouds,-0.7275,119.8922,Kost annisa
706,Buraydah,SA,84.65,few clouds,26.326,43.975,Mövenpick Qassim
707,Fort Nelson,CA,74.79,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
708,Kaseda,JP,82.67,overcast clouds,31.4167,130.3167,Sun Stay Kaseda
712,Vadakku Valliyur,IN,77.94,scattered clouds,8.3833,77.65,AR
714,Sindhnur,IN,77.05,broken clouds,15.7833,76.7667,BANGLI AUTOMOBILE
715,Bacolod,PH,82.24,broken clouds,10.6667,122.95,Planta Hotel & Residences
716,Tibiao,PH,83.1,heavy intensity rain,11.2915,122.0354,Kasa Raya Inn
723,Sept-Iles,CA,75.72,few clouds,50.2001,-66.3821,Comfort Inn
